,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Baseline,Quantized_Model,Quantized_Model,Quantized_Model,Quantized_Model,Quantized_Model,Quantized_Model,Quantized_Model,Prompt_Compression,Prompt_Compression,Prompt_Compression,Prompt_Compression,Prompt_Compression,Prompt_Compression,Prompt_Compression,Quantized_Prompt_Compression,Quantized_Prompt_Compression,Quantized_Prompt_Compression,Quantized_Prompt_Compression,Quantized_Prompt_Compression,Quantized_Prompt_Compression,Quantized_Prompt_Compression
,Latency_Sec,RAM_Used_MB,Output_Word_Count,ROUGE1,ROUGE2,ROUGEL,BERTScore,Latency_Sec,RAM_Used_MB,Output_Word_Count,ROUGE1,ROUGE2,ROUGEL,BERTScore,Latency_Sec,RAM_Used_MB,Output_Word_Count,ROUGE1,ROUGE2,ROUGEL,BERTScore,Latency_Sec,RAM_Used_MB,Output_Word_Count,ROUGE1,ROUGE2,ROUGEL,BERTScore
Paper_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,7.141,0.03,292.0,0.2436,0.0138,0.1132,0.0,1.149,0.02,63.0,0.2839,0.0889,0.1514,0.0,2.713,0.01,101.0,0.1913,0.011,0.0929,0.0,2.51,0.01,154.0,0.4241,0.1404,0.2072,0.0
636,8.648,0.04,345.0,0.1676,0.0076,0.1105,0.0,1.483,0.0,90.0,0.3493,0.0881,0.1747,0.0,0.891,0.0,21.0,0.125,0.0127,0.0875,0.0,2.0,0.03,141.0,0.4929,0.1511,0.25,0.0
637,6.828,0.0,267.0,0.1659,0.019,0.0995,0.0,1.678,0.0,102.0,0.543,0.2283,0.2715,0.0,6.778,0.01,261.0,0.1727,0.0096,0.1103,0.0,2.474,0.0,153.0,0.4577,0.1206,0.2183,0.0
638,14.987,0.0,631.0,0.1455,0.0162,0.0855,0.0,1.339,0.0,81.0,0.3176,0.0433,0.1545,0.0,6.239,0.14,258.0,0.2431,0.0276,0.133,0.0,1.278,0.02,76.0,0.4493,0.1156,0.2731,0.0
639,1.681,0.0,58.0,0.1086,0.0183,0.0814,0.0,1.311,0.0,71.0,0.3529,0.1271,0.1933,0.0,8.968,0.05,370.0,0.1873,0.0213,0.106,0.0,1.898,0.01,106.0,0.3516,0.0812,0.2198,0.0
640,2.975,0.0,92.0,0.1714,0.0144,0.0929,0.0,1.831,0.0,78.0,0.4385,0.1783,0.2538,0.0,9.182,0.0,372.0,0.1541,0.0103,0.0856,0.0,1.771,0.0,104.0,0.5088,0.1637,0.2544,0.0
641,12.424,0.02,509.0,0.1351,0.0086,0.0862,0.0,2.055,0.0,140.0,0.4368,0.1004,0.1992,0.0,13.179,0.0,579.0,0.1242,0.0079,0.074,0.0,0.874,0.02,47.0,0.4121,0.0859,0.2424,0.0
642,21.769,0.0,919.0,0.0958,0.0054,0.0488,0.0,1.542,0.02,97.0,0.4952,0.1058,0.2286,0.0,2.743,0.07,111.0,0.1787,0.0,0.0851,0.0,5.128,0.02,392.0,0.3146,0.0624,0.1553,0.0
643,4.664,4.54,187.0,0.1976,0.012,0.1078,0.0,1.615,0.07,98.0,0.5351,0.2301,0.3421,0.0,1.158,0.03,47.0,0.1618,0.0,0.104,0.0,0.82,0.03,47.0,0.4,0.131,0.2941,0.0
644,2.59,0.0,91.0,0.1453,0.007,0.083,0.0,1.48,0.0,102.0,0.3586,0.1042,0.2,0.0,0.825,0.02,24.0,0.0845,0.0095,0.0751,0.0,1.505,0.0,101.0,0.3693,0.1053,0.2091,0.0
645,12.794,0.08,499.0,0.2183,0.0246,0.1146,0.0,1.28,0.02,1.0,0.0093,0.0,0.0093,0.0,2.038,0.0,68.0,0.1511,0.0072,0.1151,0.0,1.012,0.0,45.0,0.1349,0.0,0.1032,0.0
646,5.103,0.0,202.0,0.2411,0.0165,0.1315,0.0,1.199,0.0,75.0,0.338,0.1137,0.1878,0.0,6.64,0.0,259.0,0.2083,0.0047,0.1204,0.0,2.259,0.0,164.0,0.5677,0.2193,0.2838,0.0
647,2.534,0.0,94.0,0.1418,0.0226,0.097,0.0,1.245,0.0,73.0,0.3766,0.1013,0.2092,0.0,3.6,0.07,125.0,0.2109,0.0064,0.115,0.0,1.811,0.0,117.0,0.4311,0.0854,0.2403,0.0
648,0.914,0.07,26.0,0.1156,0.0117,0.0925,0.0,2.377,0.0,150.0,0.4189,0.0612,0.1824,0.0,2.676,0.07,108.0,0.2472,0.0075,0.1124,0.0,1.533,0.0,94.0,0.4463,0.1333,0.2066,0.0
649,2.713,0.0,111.0,0.2269,0.006,0.1254,0.0,1.279,0.0,62.0,0.3469,0.1264,0.2509,0.0,8.909,0.0,329.0,0.2309,0.0204,0.1121,0.0,1.991,0.0,112.0,0.5123,0.1677,0.321,0.0
650,2.996,0.0,105.0,0.1872,0.0086,0.1106,0.0,1.505,0.0,91.0,0.4683,0.1773,0.361,0.0,1.456,0.0,47.0,0.1707,0.0,0.122,0.0,1.862,0.0,122.0,0.5,0.1966,0.3729,0.0
651,0.846,0.0,23.0,0.0635,0.0,0.0529,0.0,1.449,0.0,108.0,0.3494,0.0974,0.171,0.0,1.463,0.0,51.0,0.1389,0.0,0.0926,0.0,1.314,0.0,92.0,0.4784,0.166,0.3059,0.0
652,29.356,0.18,1257.0,0.0591,0.0096,0.0426,0.0,1.459,0.0,65.0,0.32,0.1081,0.2133,0.0,1.147,0.0,24.0,0.1261,0.0183,0.1081,0.0,1.69,0.0,81.0,0.3976,0.1463,0.241,0.0
653,3.869,0.03,151.0,0.2039,0.0166,0.1267,0.0,2.117,0.0,141.0,0.4377,0.1713,0.2675,0.0,10.938,0.0,444.0,0.1813,0.0088,0.1199,0.0,1.626,0.02,104.0,0.4573,0.1787,0.2457,0.0
654,11.083,0.0,462.0,0.1468,0.0092,0.0948,0.0,1.328,0.02,78.0,0.411,0.1567,0.21,0.0,2.866,0.0,111.0,0.2462,0.0078,0.1231,0.0,1.652,0.0,55.0,0.3005,0.0733,0.2073,0.0
655,1.053,0.0,31.0,0.117,0.0,0.0819,0.0,2.428,0.0,138.0,0.4338,0.163,0.2426,0.0,4.779,0.05,184.0,0.1458,0.0,0.0991,0.0,1.161,0.02,62.0,0.3636,0.0816,0.2222,0.0
656,5.3,0.0,212.0,0.1449,0.0,0.087,0.0,2.131,0.02,144.0,0.379,0.0894,0.1855,0.0,7.629,0.0,314.0,0.1351,0.0088,0.0828,0.0,1.973,0.0,145.0,0.4453,0.1061,0.1781,0.0
657,2.113,0.0,64.0,0.1299,0.0196,0.0974,0.0,1.719,0.0,75.0,0.2492,0.0528,0.1246,0.0,1.478,0.0,51.0,0.1319,0.007,0.0833,0.0,1.437,0.0,89.0,0.3053,0.069,0.1371,0.0
658,4.049,0.0,94.0,0.1582,0.0114,0.1017,0.0,2.506,0.01,146.0,0.3604,0.0909,0.1351,0.0,1.721,0.07,47.0,0.1385,0.0,0.0769,0.0,1.758,0.01,106.0,0.3204,0.0559,0.1547,0.0
659,6.207,0.07,251.0,0.2466,0.0046,0.137,0.0,1.326,0.02,66.0,0.3587,0.1176,0.2152,0.0,4.064,0.06,166.0,0.2588,0.0059,0.1235,0.0,1.9,0.03,107.0,0.3485,0.0687,0.1667,0.0
660,1.079,0.0,30.0,0.129,0.0109,0.086,0.0,1.171,0.01,63.0,0.307,0.0563,0.1953,0.0,4.696,0.04,184.0,0.2088,0.0166,0.1099,0.0,1.624,0.01,101.0,0.4297,0.1496,0.25,0.0
661,2.424,0.04,104.0,0.1783,0.0078,0.1008,0.0,1.083,0.0,63.0,0.375,0.1359,0.2596,0.0,0.857,0.04,19.0,0.0727,0.0,0.0485,0.0,1.665,0.0,105.0,0.4143,0.1285,0.2151,0.0
662,1.384,0.0,40.0,0.1311,0.0,0.0765,0.0,2.09,0.0,110.0,0.4715,0.123,0.2439,0.0,1.831,0.0,60.0,0.198,0.01,0.1188,0.0,2.942,0.0,144.0,0.4397,0.1286,0.2199,0.0
663,6.596,0.0,189.0,0.2092,0.0124,0.1108,0.0,2.854,0.3,125.0,0.3071,0.0586,0.1494,0.0,8.955,0.12,355.0,0.1499,0.0277,0.0986,0.0,1.836,0.02,114.0,0.4159,0.125,0.2124,0.0
664,2.884,0.07,114.0,0.1983,0.0087,0.1034,0.0,1.877,0.03,108.0,0.4074,0.0935,0.1759,0.0,6.312,0.07,262.0,0.2087,0.0205,0.112,0.0,1.661,0.05,104.0,0.4645,0.1244,0.237,0.0
665,1.256,0.05,42.0,0.1793,0.014,0.0828,0.0,1.088,0.01,53.0,0.4106,0.1611,0.2649,0.0,2.419,0.04,78.0,0.1649,0.0,0.1031,0.0,0.971,0.06,47.0,0.411,0.125,0.2192,0.0
666,3.388,0.05,118.0,0.2335,0.0314,0.1323,0.0,1.893,0.02,135.0,0.3465,0.0317,0.1654,0.0,2.207,0.01,72.0,0.2079,0.03,0.1485,0.0,1.596,0.02,98.0,0.3628,0.0563,0.1953,0.0
667,2.385,0.0,84.0,0.1272,0.0077,0.0809,0.0,1.381,0.0,82.0,0.2323,0.0435,0.1024,0.0,6.534,0.0,259.0,0.236,0.0141,0.1096,0.0,1.414,0.0,86.0,0.2466,0.055,0.1135,0.0
668,10.791,0.0,420.0,0.2632,0.0172,0.1173,0.0,1.434,0.03,68.0,0.2781,0.06,0.1258,0.0,2.47,0.0,76.0,0.1195,0.0063,0.0818,0.0,2.343,0.0,158.0,0.4173,0.0716,0.1883,0.0
669,4.548,0.0,169.0,0.2477,0.0122,0.1148,0.0,2.099,0.0,141.0,0.4484,0.172,0.2278,0.0,2.495,0.0,95.0,0.1983,0.0083,0.0909,0.0,1.462,0.0,89.0,0.4298,0.1062,0.2193,0.0
670,3.713,0.0,130.0,0.1863,0.0125,0.1118,0.0,2.353,0.0,155.0,0.5076,0.1641,0.2598,0.0,0.926,0.0,26.0,0.0909,0.0102,0.0707,0.0,1.291,0.0,78.0,0.4274,0.1382,0.2339,0.0
671,1.642,0.0,47.0,0.1307,0.0,0.0704,0.0,1.992,0.0,120.0,0.4222,0.097,0.2296,0.0,3.213,0.0,105.0,0.1873,0.0,0.0974,0.0,1.288,0.0,64.0,0.3654,0.1068,0.2308,0.0
672,3.987,0.0,151.0,0.1852,0.0224,0.1259,0.0,1.083,0.03,47.0,0.4371,0.1477,0.2914,0.0,1.08,0.0,26.0,0.1406,0.0,0.1094,0.0,1.354,0.0,66.0,0.5176,0.1429,0.2706,0.0
673,6.643,0.02,271.0,0.1911,0.0134,0.1156,0.0,74.03,0.08,3539.0,0.0632,0.0308,0.0401,0.0,8.003,0.02,327.0,0.1751,0.0117,0.1089,0.0,2.854,0.0,146.0,0.4749,0.1279,0.2341,0.0
674,4.307,0.0,133.0,0.203,0.0076,0.1203,0.0,2.311,0.34,110.0,0.4891,0.141,0.2882,0.0,5.605,0.06,213.0,0.1793,0.0113,0.0952,0.0,1.053,0.01,55.0,0.4713,0.1977,0.3448,0.0
675,3.922,0.12,129.0,0.1988,0.0061,0.1024,0.0,1.181,0.04,65.0,0.2789,0.0482,0.1434,0.0,0.804,0.05,24.0,0.1028,0.0094,0.0748,0.0,1.308,0.04,84.0,0.3704,0.0821,0.1704,0.0
676,8.282,0.06,321.0,0.2566,0.031,0.136,0.0,3.169,0.02,172.0,0.3947,0.0713,0.1774,0.0,5.635,0.02,216.0,0.2331,0.0264,0.1278,0.0,2.628,0.01,176.0,0.3991,0.1145,0.1842,0.0
677,5.25,0.2,193.0,0.1823,0.0048,0.0959,0.0,1.79,0.18,104.0,0.5232,0.22,0.2649,0.0,1.565,0.02,46.0,0.1371,0.0081,0.0887,0.0,1.249,0.02,78.0,0.3782,0.1172,0.24,0.0
678,6.819,0.07,266.0,0.178,0.0094,0.103,0.0,1.745,0.01,100.0,0.3667,0.1092,0.1583,0.0,1.998,0.0,81.0,0.1607,0.0,0.0982,0.0,1.894,0.0,112.0,0.4622,0.1526,0.2231,0.0
679,1.835,0.0,26.0,0.0811,0.0137,0.0676,0.0,1.946,0.0,94.0,0.5253,0.214,0.3318,0.0,6.421,0.0,225.0,0.1572,0.0163,0.0976,0.0,1.898,0.02,92.0,0.4019,0.1792,0.2056,0.0
680,4.295,1.61,157.0,0.263,0.011,0.137,0.0,2.934,0.02,174.0,0.4624,0.1849,0.2841,0.0,1.566,0.06,52.0,0.1317,0.0,0.0905,0.0,7.679,0.06,580.0,0.3822,0.1175,0.1885,0.0
681,2.473,0.34,93.0,0.2252,0.0091,0.1351,0.0,1.271,0.03,81.0,0.3655,0.0821,0.1827,0.0,12.517,0.07,522.0,0.1218,0.0114,0.0765,0.0,1.078,0.02,71.0,0.3676,0.0328,0.1946,0.0
682,6.137,0.03,210.0,0.237,0.0143,0.128,0.0,2.053,0.0,133.0,0.3935,0.1104,0.2129,0.0,6.714,0.05,270.0,0.2484,0.0169,0.1263,0.0,1.737,0.0,125.0,0.3775,0.08,0.1722,0.0
683,0.479,0.01,2.0,0.0152,0.0,0.0152,0.0,1.48,0.0,80.0,0.436,0.1722,0.2559,0.0,4.445,0.0,187.0,0.241,0.0182,0.1265,0.0,1.246,0.0,78.0,0.4667,0.1731,0.2762,0.0
684,1.46,0.0,45.0,0.1176,0.0,0.0856,0.0,1.125,0.0,68.0,0.4734,0.1951,0.2899,0.0,5.738,0.0,212.0,0.2264,0.0054,0.1078,0.0,1.137,0.01,78.0,0.4352,0.1028,0.2037,0.0
685,20.214,0.13,830.0,0.1086,0.0129,0.0626,0.0,1.672,0.01,91.0,0.3866,0.1199,0.1933,0.0,7.449,0.0,284.0,0.1781,0.0041,0.0931,0.0,1.656,0.0,101.0,0.3321,0.0436,0.1444,0.0
686,3.292,0.0,114.0,0.1905,0.008,0.0952,0.0,2.441,0.0,164.0,0.469,0.1181,0.2138,0.0,1.958,0.0,76.0,0.2222,0.0195,0.1353,0.0,2.24,0.0,133.0,0.4538,0.062,0.1615,0.0
687,7.19,0.0,292.0,0.1975,0.0295,0.1092,0.0,2.86,0.0,183.0,0.4358,0.1502,0.2567,0.0,3.652,0.0,126.0,0.2076,0.0,0.1246,0.0,1.433,0.0,92.0,0.4398,0.0586,0.1992,0.0
688,1.261,0.0,35.0,0.1183,0.0,0.086,0.0,1.851,0.0,112.0,0.4674,0.1313,0.3218,0.0,1.167,0.0,30.0,0.1105,0.0,0.0663,0.0,8.108,0.0,554.0,0.2632,0.0444,0.108,0.0
689,7.714,0.0,306.0,0.1522,0.0044,0.0783,0.0,35.021,0.0,1768.0,0.0788,0.0202,0.0414,0.0,1.939,0.0,67.0,0.2032,0.0,0.0963,0.0,1.901,0.0,113.0,0.5877,0.1858,0.307,0.0
690,3.252,0.07,124.0,0.2274,0.0,0.1204,0.0,1.908,0.02,121.0,0.4211,0.1343,0.2526,0.0,1.88,0.0,64.0,0.1233,0.0089,0.0793,0.0,2.46,0.0,144.0,0.4868,0.0728,0.2303,0.0
691,2.98,0.0,135.0,0.2234,0.0204,0.1421,0.0,2.832,0.0,187.0,0.4661,0.1682,0.2127,0.0,3.068,0.0,122.0,0.21,0.0211,0.1207,0.0,1.421,0.0,93.0,0.3402,0.1062,0.176,0.0
692,4.884,0.0,171.0,0.2604,0.0052,0.1146,0.0,20.804,0.0,1088.0,0.1921,0.031,0.0837,0.0,8.523,0.0,328.0,0.24,0.0182,0.1127,0.0,2.172,0.0,83.0,0.3969,0.1,0.1985,0.0
693,7.335,0.0,270.0,0.1945,0.0042,0.1142,0.0,1.88,0.0,99.0,0.3212,0.0809,0.1971,0.0,3.473,0.01,134.0,0.1802,0.0181,0.1081,0.0,1.629,0.01,98.0,0.3321,0.0655,0.1733,0.0
694,0.933,0.02,22.0,0.064,0.0,0.048,0.0,1.061,0.01,63.0,0.3125,0.1139,0.2375,0.0,1.478,0.01,58.0,0.1677,0.0131,0.1161,0.0,1.02,0.03,64.0,0.3951,0.075,0.2346,0.0
695,7.237,0.0,296.0,0.183,0.009,0.0982,0.0,1.966,0.02,131.0,0.4825,0.1804,0.2724,0.0,4.679,0.0,180.0,0.2154,0.0186,0.0923,0.0,1.884,0.0,128.0,0.4747,0.2275,0.3424,0.0
696,2.576,0.0,90.0,0.1974,0.0132,0.1118,0.0,1.293,0.0,77.0,0.3261,0.0657,0.1884,0.0,6.224,0.0,266.0,0.252,0.0245,0.126,0.0,1.075,0.0,62.0,0.2835,0.0618,0.1379,0.0
697,2.421,0.0,73.0,0.1081,0.0,0.0721,0.0,2.367,0.0,61.0,0.42,0.2323,0.24,0.0,14.993,0.08,606.0,0.0863,0.0,0.0592,0.0,2.097,0.01,127.0,0.4403,0.1278,0.2239,0.0
698,2.267,0.02,80.0,0.1686,0.0077,0.0996,0.0,1.805,0.01,117.0,0.4642,0.1856,0.3072,0.0,2.648,0.07,98.0,0.1869,0.007,0.0969,0.0,1.101,0.02,52.0,0.2933,0.0987,0.1956,0.0
699,2.056,0.07,72.0,0.1462,0.0059,0.0877,0.0,1.077,0.0,54.0,0.2364,0.0965,0.1597,0.0,2.243,0.04,66.0,0.1548,0.0299,0.0952,0.0,1.503,0.01,60.0,0.1869,0.0376,0.1059,0.0
700,2.753,0.0,94.0,0.2233,0.0094,0.1302,0.0,1.17,0.0,77.0,0.4481,0.1878,0.2295,0.0,7.23,0.0,286.0,0.1445,0.0,0.0932,0.0,1.188,0.0,80.0,0.3441,0.0978,0.1935,0.0
701,1.675,0.02,57.0,0.1724,0.0087,0.0948,0.0,1.2,0.0,74.0,0.3265,0.0494,0.1388,0.0,1.592,0.0,58.0,0.1739,0.0088,0.113,0.0,49.727,0.0,3173.0,0.0815,0.018,0.0461,0.0
702,4.245,0.0,175.0,0.2168,0.0041,0.1022,0.0,1.768,0.0,95.0,0.3033,0.0879,0.1748,0.0,3.685,0.0,142.0,0.2217,0.0089,0.1153,0.0,1.145,0.02,70.0,0.2802,0.0663,0.1319,0.0
703,3.991,0.05,154.0,0.2133,0.0201,0.12,0.0,3.6,0.02,229.0,0.3399,0.0969,0.17,0.0,5.73,0.0,213.0,0.2155,0.0222,0.1215,0.0,2.381,0.0,149.0,0.3682,0.1091,0.2022,0.0
704,1.401,0.0,48.0,0.0986,0.0055,0.0603,0.0,2.164,0.01,143.0,0.4254,0.1586,0.2149,0.0,4.207,0.0,168.0,0.2436,0.0197,0.1179,0.0,1.545,0.0,108.0,0.315,0.0863,0.1623,0.0
705,13.521,0.03,555.0,0.1041,0.0113,0.0647,0.0,8.568,0.0,647.0,0.1347,0.0159,0.0713,0.0,3.163,0.0,100.0,0.2018,0.0093,0.1101,0.0,1.253,0.0,73.0,0.3931,0.0702,0.2081,0.0
706,3.945,0.0,150.0,0.1944,0.0,0.1042,0.0,1.202,0.0,66.0,0.3607,0.0884,0.1749,0.0,2.165,0.03,96.0,0.1818,0.0,0.1182,0.0,1.353,0.01,85.0,0.5616,0.1891,0.3251,0.0
707,7.059,0.0,273.0,0.2203,0.0213,0.1059,0.0,1.118,0.0,56.0,0.362,0.1553,0.2081,0.0,3.687,0.01,146.0,0.2515,0.0185,0.135,0.0,1.92,0.0,110.0,0.3623,0.0657,0.1522,0.0
708,1.802,0.0,48.0,0.1,0.0,0.07,0.0,6.749,0.0,480.0,0.1619,0.035,0.0825,0.0,1.974,0.0,77.0,0.1966,0.0086,0.1111,0.0,1.27,0.0,72.0,0.4292,0.1843,0.2283,0.0
709,6.35,0.0,213.0,0.2146,0.0196,0.1122,0.0,1.564,0.02,84.0,0.4408,0.1646,0.2449,0.0,2.548,0.0,96.0,0.2172,0.0,0.1124,0.0,1.09,0.01,66.0,0.4053,0.1333,0.2026,0.0
710,4.737,0.0,161.0,0.1808,0.0117,0.0875,0.0,1.109,0.0,65.0,0.3982,0.0639,0.2443,0.0,0.979,0.01,33.0,0.1257,0.0,0.0733,0.0,2.256,0.0,144.0,0.5163,0.1447,0.1961,0.0
711,1.887,0.06,74.0,0.1528,0.0,0.0972,0.0,2.421,0.12,175.0,0.3089,0.1066,0.187,0.0,9.576,0.24,396.0,0.087,0.0159,0.0632,0.0,1.683,0.0,108.0,0.4,0.1503,0.2514,0.0
712,6.389,0.03,245.0,0.2217,0.0145,0.1157,0.0,1.076,0.0,65.0,0.3719,0.0609,0.1809,0.0,7.097,0.0,252.0,0.2083,0.0186,0.1065,0.0,80.338,0.09,4267.0,0.0476,0.0092,0.0252,0.0
713,0.495,0.02,3.0,0.0,0.0,0.0,0.0,1.274,0.0,70.0,0.4967,0.1854,0.3399,0.0,6.498,0.0,263.0,0.1326,0.0053,0.0796,0.0,1.674,0.02,107.0,0.4105,0.0851,0.2316,0.0
714,2.805,0.0,97.0,0.1467,0.0078,0.0927,0.0,1.856,0.0,110.0,0.5019,0.1434,0.3221,0.0,2.935,0.0,100.0,0.1716,0.0075,0.1045,0.0,4.394,0.0,284.0,0.5068,0.1727,0.2534,0.0
715,2.949,0.02,111.0,0.2273,0.0092,0.1,0.0,1.548,0.01,105.0,0.3535,0.0612,0.1616,0.0,2.924,0.0,78.0,0.1848,0.011,0.0978,0.0,2.067,0.0,136.0,0.4052,0.1217,0.2069,0.0
716,4.155,0.02,159.0,0.2143,0.0065,0.1104,0.0,1.657,0.01,75.0,0.408,0.0804,0.2289,0.0,1.069,0.0,29.0,0.1,0.0,0.075,0.0,1.923,0.02,134.0,0.3893,0.0923,0.1985,0.0
717,3.452,0.04,118.0,0.1873,0.0151,0.1124,0.0,1.209,0.02,73.0,0.3188,0.0488,0.1449,0.0,0.511,0.01,11.0,0.069,0.0,0.069,0.0,1.231,0.0,74.0,0.3365,0.1068,0.2019,0.0
718,1.773,0.04,53.0,0.1552,0.0174,0.0776,0.0,1.285,0.07,68.0,0.1857,0.0255,0.1435,0.0,4.616,0.16,166.0,0.2155,0.0167,0.1271,0.0,0.897,0.0,45.0,0.1887,0.0286,0.1038,0.0
719,3.936,0.01,151.0,0.2296,0.0122,0.1269,0.0,1.342,0.0,82.0,0.3644,0.1306,0.2105,0.0,4.649,0.0,180.0,0.2574,0.0216,0.1394,0.0,1.262,0.0,67.0,0.355,0.0786,0.2165,0.0
720,8.197,0.0,323.0,0.2243,0.0075,0.1009,0.0,2.399,0.0,136.0,0.4362,0.1014,0.2081,0.0,6.791,0.0,245.0,0.2517,0.0184,0.1236,0.0,1.274,0.01,86.0,0.4291,0.098,0.2348,0.0
721,4.234,0.0,170.0,0.1714,0.0072,0.1143,0.0,2.012,0.0,95.0,0.3804,0.0659,0.2174,0.0,2.996,0.0,110.0,0.2,0.0192,0.1143,0.0,1.445,0.0,76.0,0.3436,0.087,0.1718,0.0
722,3.219,0.36,111.0,0.2188,0.0,0.1094,0.0,1.488,0.02,85.0,0.375,0.0769,0.1667,0.0,1.722,0.02,60.0,0.1818,0.0076,0.0833,0.0,3.742,0.02,238.0,0.4215,0.0811,0.1704,0.0
723,7.964,0.03,314.0,0.2264,0.0207,0.1132,0.0,1.618,0.01,84.0,0.232,0.0442,0.1191,0.0,5.073,0.02,198.0,0.2472,0.0266,0.1325,0.0,2.477,0.02,138.0,0.3957,0.0753,0.1658,0.0
724,0.431,0.02,3.0,0.0116,0.0,0.0116,0.0,1.489,0.0,98.0,0.4403,0.1654,0.2985,0.0,1.095,0.02,33.0,0.1048,0.0,0.0762,0.0,2.052,0.0,115.0,0.2807,0.0283,0.1544,0.0
725,2.073,0.0,78.0,0.1969,0.0079,0.1102,0.0,1.013,0.0,57.0,0.3524,0.08,0.2643,0.0,1.375,0.0,52.0,0.1429,0.0,0.0982,0.0,0.978,0.0,57.0,0.2996,0.1156,0.2203,0.0
726,8.304,0.0,297.0,0.218,0.0211,0.1258,0.0,1.412,0.2,83.0,0.2609,0.0439,0.1478,0.0,9.467,0.07,397.0,0.1886,0.0203,0.1178,0.0,1.268,0.01,81.0,0.393,0.1233,0.1659,0.0
727,1.768,0.06,56.0,0.1411,0.0,0.0664,0.0,3.046,0.03,211.0,0.4545,0.1015,0.202,0.0,4.845,0.0,191.0,0.2437,0.0255,0.1066,0.0,1.081,0.0,68.0,0.3629,0.1382,0.2016,0.0
728,3.5,0.0,134.0,0.1681,0.0056,0.1008,0.0,2.111,0.0,116.0,0.3765,0.118,0.1605,0.0,3.25,0.0,109.0,0.1839,0.0116,0.1149,0.0,1.422,0.02,78.0,0.3819,0.1259,0.2083,0.0
729,4.535,0.0,176.0,0.2176,0.0052,0.1244,0.0,1.032,0.0,43.0,0.2907,0.0889,0.185,0.0,5.861,0.0,233.0,0.234,0.0089,0.1236,0.0,1.384,0.01,90.0,0.4203,0.0876,0.2029,0.0
730,3.522,0.02,120.0,0.1833,0.0084,0.0917,0.0,1.58,0.0,87.0,0.4064,0.0649,0.1925,0.0,5.126,0.0,167.0,0.1497,0.0,0.0816,0.0,77.213,0.11,3912.0,0.0309,0.0054,0.0191,0.0
731,2.285,0.02,79.0,0.1592,0.0101,0.0995,0.0,1.623,0.01,67.0,0.4889,0.2135,0.3,0.0,11.027,0.0,446.0,0.1353,0.0162,0.0902,0.0,1.39,0.02,86.0,0.495,0.2,0.3168,0.0
732,1.845,0.0,61.0,0.1297,0.0109,0.0811,0.0,2.62,0.01,167.0,0.4364,0.1319,0.2119,0.0,13.318,0.06,553.0,0.2683,0.0197,0.133,0.0,2.046,0.0,129.0,0.4276,0.1386,0.2253,0.0
733,7.986,0.0,314.0,0.1953,0.0128,0.1146,0.0,1.116,0.0,65.0,0.456,0.1361,0.2591,0.0,4.744,0.0,180.0,0.1976,0.012,0.1078,0.0,1.385,0.0,92.0,0.3439,0.0913,0.1991,0.0
734,6.895,0.0,247.0,0.1502,0.0,0.0751,0.0,8.8,0.0,631.0,0.2857,0.1096,0.1466,0.0,4.81,0.0,180.0,0.1792,0.0,0.0983,0.0,1.795,0.0,104.0,0.5079,0.128,0.2302,0.0
735,1.478,0.05,38.0,0.1071,0.0,0.0714,0.0,1.738,0.0,103.0,0.4848,0.1921,0.2684,0.0,6.65,0.0,223.0,0.2,0.0109,0.1189,0.0,1.431,0.04,76.0,0.4236,0.0995,0.2167,0.0
736,2.823,0.03,99.0,0.1344,0.008,0.087,0.0,1.558,0.04,85.0,0.1659,0.0088,0.1135,0.0,3.001,0.02,122.0,0.1357,0.0,0.0786,0.0,2.872,0.02,208.0,0.3211,0.0283,0.1465,0.0
737,5.145,0.02,202.0,0.2108,0.0163,0.1135,0.0,1.806,0.0,86.0,0.383,0.1116,0.2043,0.0,7.136,0.0,268.0,0.211,0.0088,0.1011,0.0,1.35,0.0,63.0,0.3412,0.0574,0.1706,0.0
738,1.611,0.0,57.0,0.1983,0.0168,0.1322,0.0,1.087,0.0,58.0,0.2906,0.1739,0.2735,0.0,2.625,0.0,94.0,0.2169,0.0122,0.1325,0.0,1.46,0.0,94.0,0.3226,0.0131,0.129,0.0
739,9.673,0.21,377.0,0.1208,0.0076,0.0755,0.0,1.655,0.0,81.0,0.5556,0.2247,0.3889,0.0,1.743,0.01,57.0,0.142,0.012,0.0947,0.0,1.25,0.0,71.0,0.4235,0.1071,0.2706,0.0
740,1.096,0.0,33.0,0.0635,0.0,0.0529,0.0,1.119,0.02,57.0,0.3697,0.1435,0.1801,0.0,2.479,0.0,91.0,0.2381,0.0,0.1349,0.0,2.69,0.0,117.0,0.5147,0.1556,0.2353,0.0
741,1.427,1.14,44.0,0.1232,0.0,0.0652,0.0,1.811,0.03,91.0,0.3762,0.082,0.1567,0.0,1.94,0.11,73.0,0.1759,0.0197,0.1107,0.0,1.642,0.0,102.0,0.3904,0.0725,0.1802,0.0
742,4.331,0.06,158.0,0.2109,0.0068,0.1088,0.0,2.526,0.04,145.0,0.4719,0.1057,0.1948,0.0,1.349,0.05,36.0,0.1472,0.0124,0.0736,0.0,2.171,0.02,127.0,0.4435,0.0976,0.1935,0.0
